Headline Word,Headline Frequency,Headline Percent
Sorta,1,0.000501781
Sorting,2,0.001003563
SOS,2,0.001003563
Sotomayor,7,0.003512469
SOTU,5,0.002508907
Sought,6,0.003010688
Soul,14,0.007024939
Souljah,1,0.000501781
Soulless,1,0.000501781
Soulless,1,0.000501781
Souls,2,0.001003563
Soul-Search,1,0.000501781
Soul-Sick,1,0.000501781
Sound,10,0.005017813
Sounded,3,0.001505344
Sounding,1,0.000501781
Sounds,19,0.009533845
Sounds,1,0.000501781
Soundtrack,1,0.000501781
Sour,1,0.000501781
Source,10,0.005017813
Sourcery,1,0.000501781
Sources,18,0.009032064
Souring,1,0.000501781
South,111,0.055697727
Southeast,3,0.001505344
Southern,17,0.008530283
Southern,1,0.000501781
Southerners,1,0.000501781
Southwest,1,0.000501781
Southwestern,1,0.000501781
Sovereignty,1,0.000501781
Sow,2,0.001003563
Space,13,0.006523157
Spacecraft,1,0.000501781
Spaces,1,0.000501781
Spaghetti,1,0.000501781
Spain,2,0.001003563
Spam,1,0.000501781
Spangled,1,0.000501781
Spanish,2,0.001003563
Spanish-Language,3,0.001505344
Spank,3,0.001505344
Spar,6,0.003010688
Spare,4,0.002007125
Spare,1,0.000501781
Spared,3,0.001505344
Spares,4,0.002007125
Spark,4,0.002007125
Sparked,4,0.002007125
Sparking,2,0.001003563
Sparks,10,0.005017813
Sparring,2,0.001003563
Spars,1,0.000501781
Sparse,1,0.000501781
Spat,3,0.001505344
Spats,1,0.000501781
Spawned,1,0.000501781
Spawns,1,0.000501781
Speak,40,0.020071253
speak,2,0.001003563
Speak,2,0.001003563
Speaker,57,0.028601535
Speaker-Elect,1,0.000501781
Speakers,4,0.002007125
Speakership,2,0.001003563
Speaking,20,0.010035626
Speaks,35,0.017562346
Special,76,0.038135381
Special,1,0.000501781
Specialist,1,0.000501781
Species,5,0.002508907
Specific,2,0.001003563
Specific,1,0.000501781
Specifically,1,0.000501781
Specifics,3,0.001505344
Specious,1,0.000501781
Speck,1,0.000501781
Spectacle,3,0.001505344
Spectacularly,5,0.002508907
Specter,1,0.000501781
Spectre,2,0.001003563
Speculation,12,0.006021376
SPED,1,0.000501781
Speech,209,0.104872297
speech,1,0.000501781
Speeches,16,0.008028501
Speechwriter,1,0.000501781
Speed,10,0.005017813
Speeding,2,0.001003563
Speedo,1,0.000501781
Speedy,1,0.000501781
Speier,2,0.001003563
Spell,5,0.002508907
Spelling,1,0.000501781
Spellings,1,0.000501781
Spells,6,0.003010688
Spencer,9,0.004516032
Spend,23,0.01154097
spender,1,0.000501781
Spending,100,0.050178132
SPENDING,1,0.000501781
Spends,7,0.003512469
Spent,24,0.012042752
spent,1,0.000501781
Sperm,1,0.000501781
Spews,1,0.000501781
Sphere,2,0.001003563
spheres,1,0.000501781
Spicer,58,0.029103317
Spider,1,0.000501781
Spied,4,0.002007125
Spies,4,0.002007125
Spike,6,0.003010688
Spikes,3,0.001505344
Spiking,3,0.001505344
Spill,9,0.004516032
Spilled,1,0.000501781
Spilling,1,0.000501781
Spills,3,0.001505344
spills,1,0.000501781
Spin,16,0.008028501
Spine,1,0.000501781
Spineless,1,0.000501781
Spines,1,0.000501781
Spinning,3,0.001505344
Spins,1,0.000501781
Spiral,5,0.002508907
Spirit,9,0.004516032
Spirit,2,0.001003563
Spirits,1,0.000501781
Spit,2,0.001003563
Spitzer,2,0.001003563
Split,23,0.01154097
Splits,1,0.000501781
Splitting,3,0.001505344
Spoil,2,0.001003563
Spoiler,2,0.001003563
Spoiler,1,0.000501781
Spoke,8,0.004014251
Spoken,4,0.002007125
Spokesman,9,0.004516032
Spokesperson,1,0.000501781
Spokeswoman,7,0.003512469
Sponsor,3,0.001505344
Sponsored,1,0.000501781
Sponsors,3,0.001505344
Sponsorship,1,0.000501781
Spontaneous,1,0.000501781
Spoofs,1,0.000501781
Spooks,1,0.000501781
Spoon,1,0.000501781
Sport,1,0.000501781
Sporting,1,0.000501781
Sports,16,0.008028501
Spot,13,0.006523157
Spotless,1,0.000501781
Spotlight,7,0.003512469
Spotlighting,1,0.000501781
Spot-On,2,0.001003563
Spots,1,0.000501781
Spotted,2,0.001003563
spotted,1,0.000501781
Spouses,1,0.000501781
Sprawling,1,0.000501781
Spray,2,0.001003563
Sprayed,1,0.000501781
Spray-Painted,1,0.000501781
Spread,16,0.008028501
Spreading,5,0.002508907
Spreads,4,0.002007125
Spree,1,0.000501781
Spring,9,0.004516032
Springer,1,0.000501781
Springs,4,0.002007125
Springsteen,1,0.000501781
Sprinklers,1,0.000501781
Sprinting,1,0.000501781
Spur,3,0.001505344
Spurn,1,0.000501781
Spurred,1,0.000501781
Spurs,3,0.001505344
Sputnik,2,0.001003563
Sputters,1,0.000501781
Spy,22,0.011039189
Spying,12,0.006021376
Squabbled,1,0.000501781
Squabbles,1,0.000501781
Squad,5,0.002508907
Squads,2,0.001003563
Squander,1,0.000501781
Squandering,1,0.000501781
Square,4,0.002007125
Square,1,0.000501781
Squares,1,0.000501781
Squash,1,0.000501781
Squeaks,1,0.000501781
Squeeze,2,0.001003563
Squeezed,1,0.000501781
Squelch,1,0.000501781
Squirming,1,0.000501781
Sri,2,0.001003563
Srinivasan,2,0.001003563
SSI,1,0.000501781
St.,37,0.018565909
Stab,1,0.000501781
Stabbing,3,0.001505344
Stabbings,2,0.001003563
Stability,4,0.002007125
Stability,1,0.000501781
Stabilizing,1,0.000501781
Stable,2,0.001003563
Staceys,1,0.000501781
Stacks,1,0.000501781
Stadium,1,0.000501781
Staff,61,0.030608661
staff,2,0.001003563
Staffer,20,0.010035626
Staffers,10,0.005017813
Staffing,2,0.001003563
Stage,29,0.014551658
Stages,6,0.003010688
Staggering,4,0.002007125
Staging,1,0.000501781
Stagnation,1,0.000501781
Stain,2,0.001003563
Stain,1,0.000501781
Stairs,1,0.000501781
Stake,19,0.009533845
Stakes,10,0.005017813
Stalemate,1,0.000501781
Stalin,3,0.001505344
Stalin-Like,1,0.000501781
Stalking,1,0.000501781
Stall,1,0.000501781
Stalled,6,0.003010688
Stalling,1,0.000501781
Stalls,11,0.005519595
Stalwarts,1,0.000501781
Stamina,1,0.000501781
Stamina,1,0.000501781
Stamp,14,0.007024939
Stamps,15,0.00752672
Stance,35,0.017562346
Stances,2,0.001003563
Stand,80,0.040142506
Stand,3,0.001505344
Standard,21,0.010537408
Standardized,4,0.002007125
Standards,18,0.009032064
standards,1,0.000501781
Standing,36,0.018064128
Standing,2,0.001003563
Standoff,10,0.005017813
Standout,1,0.000501781
Standpoint,1,0.000501781
Stands,40,0.020071253
Stands,2,0.001003563
Standstill,2,0.001003563
Stanford,2,0.001003563
Stanley,2,0.001003563
Stanton,1,0.000501781
Star,39,0.019569472
Starbucks,2,0.001003563
Stare,2,0.001003563
Stared,1,0.000501781
Stark,2,0.001003563
Stark,1,0.000501781
Starr,1,0.000501781
Stars,11,0.005519595
Star-Studded,2,0.001003563
Start,56,0.028099754
START,1,0.000501781
Start,1,0.000501781
Started,26,0.013046314
Starting,22,0.011039189
Starting,1,0.000501781
Startling,1,0.000501781
Starts,21,0.010537408
Startup,2,0.001003563
Startups,1,0.000501781
Starvation,1,0.000501781
Starving,2,0.001003563
Stat,1,0.000501781
State,464,0.232826534
state,1,0.000501781
State-Coerced,1,0.000501781
Statehood,4,0.002007125
Statehouse,7,0.003512469
State-Level,1,0.000501781
Stately,1,0.000501781
Statement,23,0.01154097
Statements,11,0.005519595
Staten,1,0.000501781
State-Owned,1,0.000501781
States,248,0.124441768
States/Fragile,1,0.000501781
State-Sanctioned,1,0.000501781
Statesman,1,0.000501781
Statewide,1,0.000501781
Static,1,0.000501781
Station,6,0.003010688
Stations,5,0.002508907
Statistics,1,0.000501781
Stats,1,0.000501781
Statue,13,0.006523157
Statues,16,0.008028501
Status,9,0.004516032
Staunch,1,0.000501781
Staunchest,1,0.000501781
Staunchly,1,0.000501781
Stave,2,0.001003563
Stay,52,0.026092629
Stay,2,0.001003563
Stayed,3,0.001505344
Staying,9,0.004516032
Stays,6,0.003010688
STD,1,0.000501781
Stead,1,0.000501781
Steady,2,0.001003563
Steak,2,0.001003563
Steak-Fueled,1,0.000501781
Steakhouse,1,0.000501781
Steaks™,1,0.000501781
Steal,7,0.003512469
Stealing,4,0.002007125
Steals,5,0.002508907
Stealth,5,0.002508907
Steam,3,0.001505344
Steamrolling,1,0.000501781
Steel,5,0.002508907
Steele,1,0.000501781
Steelers,3,0.001505344
Steep,1,0.000501781
Steers,1,0.000501781
Stein,22,0.011039189
Stelter,1,0.000501781
Stem,4,0.002007125
Stench,1,0.000501781
Steny,1,0.000501781
Step,61,0.030608661
Step,3,0.001505344
Step-Dad,1,0.000501781
Stepfather,1,0.000501781
Steph,4,0.002007125
Stephanie,1,0.000501781
Stephen,23,0.01154097
Stepped,3,0.001505344
Stepping,10,0.005017813
Steps,21,0.010537408
Step-Up,1,0.000501781
Stereotype,2,0.001003563
Stereotypes,2,0.001003563
Stereotyping,1,0.000501781
Sterling,12,0.006021376
Sterling-Silver,1,0.000501781
Stern,2,0.001003563
Sternest,1,0.000501781
Sternly,1,0.000501781
Steroids,1,0.000501781
Steve,85,0.042651413
Steven,12,0.006021376
Stevens,4,0.002007125
Steves,1,0.000501781
Stew,1,0.000501781
Stewart,17,0.008530283
Steyer,5,0.002508907
Stick,5,0.002508907
Stick,2,0.001003563
Sticker,1,0.000501781
Sticker,1,0.000501781
Stickers,1,0.000501781
Sticking,6,0.003010688
Sticks,5,0.002508907
Stiffed,4,0.002007125
Stiffen,1,0.000501781
Stifle,1,0.000501781
Stiglitz,2,0.001003563
Stigma,1,0.000501781
Still,336,0.168598525
STILL,3,0.001505344
still,1,0.000501781
Still,1,0.000501781
Stillborn,1,0.000501781
Stimulates,1,0.000501781
Stimulus,3,0.001505344
Sting,12,0.006021376
Sting,2,0.001003563
Stinging,1,0.000501781
Stingray,1,0.000501781
Stingrays,1,0.000501781
Stinkin,2,0.001003563
Stir,1,0.000501781
Stirring,2,0.001003563
Stirs,3,0.001505344
Stock,17,0.008530283
Stockholm,2,0.001003563
Stockpile,1,0.000501781
Stocks,12,0.006021376
Stodgy,1,0.000501781
Stoke,4,0.002007125
Stoked,1,0.000501781
Stokes,6,0.003010688
Stoking,6,0.003010688
Stole,4,0.002007125
Stolen,4,0.002007125
Stomach,1,0.000501781
Stomping,1,0.000501781
Stomps,1,0.000501781
Stone,12,0.006021376
Stoner,2,0.001003563
Stonewall,2,0.001003563
Stonewall,1,0.000501781
Stonewalled,1,0.000501781
Stonewalling,2,0.001003563
Stonewalling,1,0.000501781
Stonewalls,1,0.000501781
Stood,9,0.004516032
Stooge,1,0.000501781
Stooges,1,0.000501781
Stool,1,0.000501781
Stoops,1,0.000501781
Stop,242,0.12143108
Stop,3,0.001505344
stop,1,0.000501781
stop,1,0.000501781
Stop-And-Frisk,6,0.003010688
Stopgap,1,0.000501781
Stopped,20,0.010035626
stopped,1,0.000501781
Stopping,6,0.003010688
Stops,13,0.006523157
Stop-Trump,1,0.000501781
Store,3,0.001505344
Stores,1,0.000501781
Storied,1,0.000501781
Stories,18,0.009032064
Stories.,1,0.000501781
Storm,14,0.007024939
Stormer,1,0.000501781
Storm-Hit,1,0.000501781
Storming,1,0.000501781
Storms,3,0.001505344
Stormtroopers,1,0.000501781
Story,79,0.039640725
Stout,1,0.000501781
Stow,1,0.000501781
Straddles,1,0.000501781
Straight,25,0.012544533
Straight,1,0.000501781
Straighten,1,0.000501781
Straight-Ticket,1,0.000501781
Strain,1,0.000501781
Stranded,1,0.000501781
Stranding,1,0.000501781
Strange,13,0.006523157
Strange,1,0.000501781
Strangefellows,1,0.000501781
Strangely,1,0.000501781
Stranger,1,0.000501781
Strangers,1,0.000501781
Strangled,1,0.000501781
Stranglehold,1,0.000501781
Stras,1,0.000501781
Strategic,4,0.002007125
Strategies,2,0.001003563
Strategist,11,0.005519595
Strategists,3,0.001505344
Strategy,72,0.036128255
Strategy,1,0.000501781
Stratospheric,1,0.000501781
Straw,6,0.003010688
Straws,1,0.000501781
Stray,2,0.001003563
Streak,5,0.002508907
Stream,1,0.000501781
Streamline,1,0.000501781
Streep,3,0.001505344
Streeple,1,0.000501781
Street,111,0.055697727
Street-Friendly,1,0.000501781
Streets,7,0.003512469
Strength,5,0.002508907
Strengthen,5,0.002508907
Strengthening,1,0.000501781
Strengthens,2,0.001003563
Stress,1,0.000501781
Stressed,1,0.000501781
Stresses,6,0.003010688
Stressful,1,0.000501781
Stretch,7,0.003512469
Strewn,1,0.000501781
Strickland,2,0.001003563
Strict,5,0.002508907
Stricter,6,0.003010688
Strictest,2,0.001003563
Strictly,1,0.000501781
Strides,1,0.000501781
Strife,1,0.000501781
Strike,47,0.023583722
Strikes,35,0.017562346
Striking,7,0.003512469
Strip,8,0.004014251
Striped,1,0.000501781
Stripes,2,0.001003563
Strip-mining,1,0.000501781
Stripped,1,0.000501781
Strippers,1,0.000501781
Stripping,2,0.001003563
Strips,2,0.001003563
Stroke,6,0.003010688
Stroll,1,0.000501781
Strong,31,0.015555221
Strong,8,0.004014251
Stronger,13,0.006523157
Stronger,1,0.000501781
Strongest,4,0.002007125
Strongholds,1,0.000501781
Strongly,7,0.003512469
Strongly,1,0.000501781
Strongman,1,0.000501781
Strongmen,1,0.000501781
Strongmen,1,0.000501781
Struck,7,0.003512469
Structure,1,0.000501781
Struggle,25,0.012544533
Struggles,22,0.011039189
Struggling,15,0.00752672
Strut,1,0.000501781
Stuart,1,0.000501781
Stuck,8,0.004014251
Student,73,0.036630037
Student-Athletes,1,0.000501781
Students,113,0.05670129
Studies,3,0.001505344
Studios,1,0.000501781
Study,40,0.020071253
Studying,3,0.001505344
Stuff,9,0.004516032
Stuff,1,0.000501781
Stuffs,1,0.000501781
Stuggle,1,0.000501781
Stumbles,5,0.002508907
Stumping,2,0.001003563
Stun,3,0.001505344
Stung,2,0.001003563
Stunned,5,0.002508907
Stunned,1,0.000501781
Stunning,3,0.001505344
Stunning,2,0.001003563
Stunningly,2,0.001003563
Stunt,6,0.003010688
Stunt,1,0.000501781
Stunted,1,0.000501781
Stupendous,1,0.000501781
Stupid,19,0.009533845
Stupid,2,0.001003563
Stupider,1,0.000501781
Stupidest,1,0.000501781
Stupidity,3,0.001505344
Style,8,0.004014251
Style,1,0.000501781
Stylin,1,0.000501781
Stymied,1,0.000501781
Sub,2,0.001003563
Subcommittee,2,0.001003563
Subject,4,0.002007125
Subject,1,0.000501781
Subjected,1,0.000501781
Subjects,1,0.000501781
Subjugation,1,0.000501781
Subliminal,1,0.000501781
Submarine,1,0.000501781
Subminimum,1,0.000501781
Submit,1,0.000501781
Submitting,1,0.000501781
Subpoena,6,0.003010688
Subpoenas,9,0.004516032
Subprime,1,0.000501781
Subscribers,1,0.000501781
Subsequent,1,0.000501781
Subsidiary,1,0.000501781
Subsidies,6,0.003010688
Subsidize,2,0.001003563
Subsidy,2,0.001003563
Substance,3,0.001505344
Substances,1,0.000501781
Substantial,3,0.001505344
Subtle,4,0.002007125
Subtweet,1,0.000501781
Suburb,3,0.001505344
Suburban,2,0.001003563
Suburbs,3,0.001505344
Subvert,1,0.000501781
Subway,4,0.002007125
Subways,1,0.000501781
Succeed,10,0.005017813
Succeeds,1,0.000501781
Success,30,0.01505344
Successes,2,0.001003563
Successful,5,0.002508907
Successfully,1,0.000501781
Succession,1,0.000501781
Successor,9,0.004516032
Succumbs,1,0.000501781
Suck,3,0.001505344
Sucker-Punched,1,0.000501781
Suckers,4,0.002007125
Sucking,1,0.000501781
Sucks,4,0.002007125
Suction,1,0.000501781
Sudden,4,0.002007125
Suddenly,16,0.008028501
Sue,58,0.029103317
sue,1,0.000501781
Sue,1,0.000501781
Sued,20,0.010035626
Sues,43,0.021576597
Suffer,12,0.006021376
Suffer,1,0.000501781
Suffered,5,0.002508907
Sufferer,1,0.000501781
Suffering,7,0.003512469
Suffers,7,0.003512469
Sugarcoating,1,0.000501781
Sugary,3,0.001505344
Suggest,11,0.005519595
Suggested,8,0.004014251
Suggesting,3,0.001505344
Suggestion,8,0.004014251
Suggestion,1,0.000501781
Suggestions,1,0.000501781
Suggestive,2,0.001003563
Suggests,74,0.037131818
Suicidal,1,0.000501781
Suicide,20,0.010035626
Suicides,5,0.002508907
Suing,17,0.008530283
Suis,2,0.001003563
Suisse,1,0.000501781
Suit,25,0.012544533
Suited,2,0.001003563
Suitors,1,0.000501781
Suits,3,0.001505344
Sullivan,1,0.000501781
Sully,1,0.000501781
Sum,3,0.001505344
Summed,1,0.000501781
Summer,16,0.008028501
Summers,1,0.000501781
Summing,1,0.000501781
Summit,20,0.010035626
Summoned,1,0.000501781
Summonses,2,0.001003563
Sums,8,0.004014251
Sun,1,0.000501781
Sunbathing,1,0.000501781
Sunday,105,0.052687039
Sunday,1,0.000501781
Sundays,1,0.000501781
Sunglasses,2,0.001003563
Sunk,6,0.003010688
Sunlight,1,0.000501781
Sunni,2,0.001003563
Sunnis,2,0.001003563
Sunni-Shiite,1,0.000501781
Sunny,2,0.001003563
Sunscreen,1,0.000501781
Sunset,1,0.000501781
Sunt,1,0.000501781
Sun-Times,1,0.000501781
Sununu,2,0.001003563
Super,123,0.061719103
super,1,0.000501781
Super,1,0.000501781
Super-Awkward,1,0.000501781
Superbly,1,0.000501781
Superdelegate,1,0.000501781
Superdelegates,4,0.002007125
Super-Expensive,1,0.000501781
Superfan,1,0.000501781
Superficial,1,0.000501781
Supergirl,1,0.000501781
Superhero,1,0.000501781
Superheroes,1,0.000501781
Superintendent,1,0.000501781
Superior,1,0.000501781
Supermajority,1,0.000501781
Superman,2,0.001003563
Supermoon,2,0.001003563
Super-Obvious,1,0.000501781
Super-PACs,1,0.000501781
Superpower,2,0.001003563
Super-Predators,1,0.000501781
Super-Rich,1,0.000501781
Super-Scammy,1,0.000501781
Superstar,1,0.000501781
Superstition,1,0.000501781
Supervised,2,0.001003563
Supervision,1,0.000501781
Super-Weird,1,0.000501781
Supper,1,0.000501781
Supplemental,1,0.000501781
Supplier,1,0.000501781
Suppliers,1,0.000501781
Supplies,1,0.000501781
Supply,5,0.002508907
Supplying,1,0.000501781
Support,256,0.128456019
Supported,9,0.004516032
Supporter,31,0.015555221
Supporters,166,0.0832957
supporters,1,0.000501781
Supporting,26,0.013046314
Supportive,2,0.001003563
Supports,31,0.015555221
Suppose,1,0.000501781
Supposed,8,0.004014251
Supposedly,2,0.001003563
Suppress,2,0.001003563
Suppressed,1,0.000501781
Suppressing,2,0.001003563
Suppression,12,0.006021376
Supremacist,18,0.009032064
Supremacists,34,0.017060565
Supremacy,24,0.012042752
Supreme,536,0.26895479
Supremely,1,0.000501781
Supremes,1,0.000501781
Sure,58,0.029103317
Sure,1,0.000501781
Surely,1,0.000501781
Surface,4,0.002007125
Surfaces,1,0.000501781
Surge,24,0.012042752
Surged,1,0.000501781
Surgeon,3,0.001505344
Surgeries,1,0.000501781
Surgery,4,0.002007125
Surges,5,0.002508907
Surging,1,0.000501781
Surpasses,1,0.000501781
Surprise,27,0.013548096
SURPRISE,1,0.000501781
Surprise,1,0.000501781
Surprise…,1,0.000501781
Surprised,6,0.003010688
Surprises,7,0.003512469
Surprising,13,0.006523157
Surprisingly,5,0.002508907
Surreal,3,0.001505344
Surrender,5,0.002508907
Surrendered,1,0.000501781
Surrenders,2,0.001003563
Surrogate,16,0.008028501
Surrogates,6,0.003010688
Surrounded,2,0.001003563
Surrounding,3,0.001505344
Surveillance,24,0.012042752
Surveilled,1,0.000501781
Survey,16,0.008028501
Surveys,7,0.003512469
Survival,3,0.001505344
Survive,14,0.007024939
Survived,2,0.001003563
Survives,10,0.005017813
Surviving,3,0.001505344
Survivor,9,0.004516032
Survivors,15,0.00752672
Susan,15,0.00752672
Susceptible,2,0.001003563
Susceptible,1,0.000501781
Suspect,24,0.012042752
Suspected,10,0.005017813
Suspects,7,0.003512469
Suspend,3,0.001505344
Suspended,9,0.004516032
Suspending,2,0.001003563
Suspends,16,0.008028501
Suspends,1,0.000501781
Suspension,3,0.001505344
Suspensions,1,0.000501781
Suspicion,3,0.001505344
Suspicions,1,0.000501781
Suspicious,2,0.001003563
Suspicious,1,0.000501781
Suspiciously,1,0.000501781
Sustainable,7,0.003512469
Sutter,1,0.000501781
Sutton,1,0.000501781
Suzan,1,0.000501781
Swag,3,0.001505344
Swagger,1,0.000501781
Swaggering,1,0.000501781
Swallow,4,0.002007125
Swalwell,1,0.000501781
Swamp,19,0.009533845
Swamp,3,0.001505344
SWAMP,1,0.000501781
Swamping,1,0.000501781
Swap,6,0.003010688
Swapping,1,0.000501781
Swarm,2,0.001003563
Swartz,2,0.001003563
Swastika,2,0.001003563
Swastikas,3,0.001505344
SWAT,2,0.001003563
Swath,1,0.000501781
SWAT-Obsessed,1,0.000501781
Swats,1,0.000501781
Sway,4,0.002007125
Swayable,1,0.000501781
Swayed,2,0.001003563
Swear,7,0.003512469
Swearing,1,0.000501781
Swearing-In,1,0.000501781
Swears,2,0.001003563
Sweater,1,0.000501781
Sweating,3,0.001505344
Sweats,1,0.000501781
Sweden,4,0.002007125
Swedish,1,0.000501781
Sweep,3,0.001505344
Sweeping,15,0.00752672
Sweeps,2,0.001003563
Sweet,3,0.001505344
Sweetens,1,0.000501781
Sweetest,2,0.001003563
Sweetheart,2,0.001003563
Sweetie,1,0.000501781
Swelters,1,0.000501781
Swept,1,0.000501781
Swift,1,0.000501781
Swiftboat,1,0.000501781
Swiftly,2,0.001003563
Swimmer,1,0.000501781
Swindle,1,0.000501781
Swing,13,0.006523157
swing,1,0.000501781
Swinging,1,0.000501781
Swing-State,1,0.000501781
Swipe,7,0.003512469
Swipe,1,0.000501781
Swipes,2,0.001003563
Swiss,1,0.000501781
Switch,2,0.001003563
Switches,3,0.001505344
switches,1,0.000501781
Switching,1,0.000501781
Switzerland,1,0.000501781
Swoons,1,0.000501781
Swore,2,0.001003563
Sworn,8,0.004014251
Swung,2,0.001003563
SXSW,3,0.001505344
Sy,1,0.000501781
Sycophants,1,0.000501781
Symbol,7,0.003512469
Symbolic,2,0.001003563
Symbolism,1,0.000501781
Symbols,1,0.000501781
Symmetry,1,0.000501781
Sympathetic,2,0.001003563
Sympathizer,1,0.000501781
Sympathizers,1,0.000501781
Sympathy,2,0.001003563
Symphony,1,0.000501781
Symptom,3,0.001505344
Synagogue,2,0.001003563
Syndrome,8,0.004014251
Synonymous,1,0.000501781
Synthetic,1,0.000501781
Syracuse,2,0.001003563
Syria,92,0.046163882
Syrian,52,0.026092629
Syrians,3,0.001505344
System,81,0.040644287
system,1,0.000501781
Systematic,1,0.000501781
Systemic,5,0.002508907
Systems,1,0.000501781
Szep,3,0.001505344
Szep-,1,0.000501781
T,2,0.001003563
T.V.A.,1,0.000501781
ta,1,0.000501781
Tab,1,0.000501781
Tabernacle,2,0.001003563
Table,9,0.004516032
Tables,2,0.001003563
Tabloid,1,0.000501781
Tac,1,0.000501781
Tacit,1,0.000501781
Tacitly,1,0.000501781
Tack,2,0.001003563
Tacking,1,0.000501781
Tackle,17,0.008530283
Tackles,3,0.001505344
Tackling,6,0.003010688
Taco,2,0.001003563
Tacoma,1,0.000501781
Tactic,9,0.004516032
Tactics,16,0.008028501
Taekwondo,1,0.000501781
Tag,2,0.001003563
Tailgate,1,0.000501781
Taillight,1,0.000501781
Tailspin,2,0.001003563
Tainted,5,0.002508907
Taipei,1,0.000501781
Taitz,1,0.000501781
Taiwan,9,0.004516032
Takai,1,0.000501781
Take,191,0.095840233
Take,4,0.002007125
take,2,0.001003563
TakeAKnee,1,0.000501781
Takeaways,4,0.002007125
Takedown,1,0.000501781
Takei,3,0.001505344
Taken,17,0.008530283
Takeover,10,0.005017813
Taker,1,0.000501781
Takers,1,0.000501781
Takes,118,0.059210196
Taketh,1,0.000501781
Taking,61,0.030608661
taking,1,0.000501781
Tale,14,0.007024939
Talent,2,0.001003563
Talents,1,0.000501781
Tales,4,0.002007125
Taliban,6,0.003010688
Talk,102,0.051181695
talk,1,0.000501781
Talkathon,1,0.000501781
Talked,6,0.003010688
Talked,1,0.000501781
Talking,149,0.074765417
Talking,1,0.000501781
Talks,42,0.021074816
Tall,2,0.001003563
Taller,1,0.000501781
Tallest,1,0.000501781
Tally,1,0.000501781
Tambourine,1,0.000501781
Tame,1,0.000501781
Tamed,1,0.000501781
Tamir,8,0.004014251
Tammy,9,0.004516032
Tamp,1,0.000501781
Tampa,2,0.001003563
Tampon,4,0.002007125
Tampon,1,0.000501781
Tampons,1,0.000501781
Tan,3,0.001505344
Tancredo,1,0.000501781
Ta-Nehisi,5,0.002508907
Tangled,4,0.002007125
Tangles,1,0.000501781
Tango,1,0.000501781
Tank,6,0.003010688
Tanked,1,0.000501781
Tankers,1,0.000501781
Tanking,1,0.000501781
Tankman,1,0.000501781
Tanks,6,0.003010688
Tanning,1,0.000501781
Tantalizingly,1,0.000501781
Tantrum,3,0.001505344
Tap,6,0.003010688
Tape,13,0.006523157
Taped,2,0.001003563
Tapes,11,0.005519595
Tapes,5,0.002508907
Tapestry,1,0.000501781
Tapia,1,0.000501781
Tapped,5,0.002508907
Tapper,6,0.003010688
Tapping,1,0.000501781
Taps,20,0.010035626
Tar,4,0.002007125
Target,31,0.015555221
Targeted,18,0.009032064
Targeting,22,0.011039189
TARGETING,1,0.000501781
Targets,31,0.015555221
Tariff,2,0.001003563
Tariffs,2,0.001003563
Tarmac,2,0.001003563
Tarnishes,1,0.000501781
Tased,2,0.001003563
Tasered,2,0.001003563
Tasering,1,0.000501781
Tasers,3,0.001505344
Task,9,0.004516032
Taste,2,0.001003563
Tattered,1,0.000501781
Tatters,1,0.000501781
Tattoo,4,0.002007125
Tattooed,1,0.000501781
Tattoos,2,0.001003563
Taught,4,0.002007125
Taunt,3,0.001505344
Taunts,2,0.001003563
Tavis,1,0.000501781
Tax,256,0.128456019
Taxation,2,0.001003563
Tax-Break,1,0.000501781
Tax-Cut,1,0.000501781
Tax-Cutting,1,0.000501781
Tax-Dodging,1,0.000501781
Taxed,2,0.001003563
Taxes,48,0.024085504
Tax-Funded,1,0.000501781
Taxi,1,0.000501781
Taxing,7,0.003512469
Taxis,1,0.000501781
Taxman,1,0.000501781
Taxpayer,8,0.004014251
Taxpayer,1,0.000501781
Taxpayer-Funded,2,0.001003563
Taxpayer-Funded,1,0.000501781
Taxpayers,10,0.005017813
Taylor,1,0.000501781
t-Care,1,0.000501781
Tea,42,0.021074816
Tea,1,0.000501781
Teach,10,0.005017813
Teachable,1,0.000501781
Teacher,17,0.008530283
Teachers,46,0.023081941
Teaches,3,0.001505344
Teaching,4,0.002007125
Teachings,1,0.000501781
Teachout,3,0.001505344
Team,109,0.054694164
Teaming,3,0.001505344
Team-Russian,1,0.000501781
Teams,7,0.003512469
Tear,2,0.001003563
Tearful,1,0.000501781
Tearing,3,0.001505344
Tears,15,0.00752672
Tease,3,0.001505344
Teases,3,0.001505344
Tebow,3,0.001505344
Tebow-Signed,1,0.000501781
Tech,18,0.009032064
Technical,1,0.000501781
Technicality,1,0.000501781
Technically,1,0.000501781
Technique,1,0.000501781
Techniques,3,0.001505344
Technologies,3,0.001505344
Technology,8,0.004014251
Ted,329,0.165086055
TED,1,0.000501781
Ted,1,0.000501781
Teddy,2,0.001003563
Teeing,1,0.000501781
Teen,24,0.012042752
Teenage,4,0.002007125
Teenaged,1,0.000501781
Teenager,6,0.003010688
Teenagers,3,0.001505344
Teens,14,0.007024939
Tees,1,0.000501781
Teeth,2,0.001003563
Tee-Up,1,0.000501781
Tehran,2,0.001003563
Tel,1,0.000501781
Telemarketers,1,0.000501781
Telemedicine,1,0.000501781
Telemundo,1,0.000501781
Telephone,1,0.000501781
Teleprompter,2,0.001003563
Teleprompters,1,0.000501781
