Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency,Headline Word,Headline Frequency,Headline Percent 
,,,,,,,,,,,,,,,,,,,,,Rewriting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ridiculous,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Riyadh,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Robot,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rod,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rodgers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rollout,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sabotaging,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Safest,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sasha,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Saves,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Scale,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Scandal,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Scapegoating,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Scene,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Schilling,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Scholarship,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Scientific,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Scotland,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sealed,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Searches,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Seekers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Seized,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Selection,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Selects,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Selfies,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Served,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sexting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Shakes,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sharply,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Shell,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ship,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Shockingly,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Shook,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Shooters,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Shorted,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Show,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Shower,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sights,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Signature,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Silencers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Singing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sioux,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sites,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Skepticism,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Slager,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Slowly,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Smart,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Snapchat,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sniper,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Softball,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Some,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sore,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Spare,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Spares,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Spark,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sparked,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Speakers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Spied,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Spies,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Spoken,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Spreads,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Springs,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Square,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stability,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Staggering,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Standardized,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Statehood,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stealing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stem,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Steph,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stevens,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stiffed,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stoke,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stole,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Stolen,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Strategic,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Strongest,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Subject,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Subtle,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Subway,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Suckers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sucks,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sudden,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Superdelegates,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Surface,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Surgery,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Swallow,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sway,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Sweden,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Take,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Takeaways,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tales,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tampon,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tangled,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tar,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tattoo,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Taught,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Teaching,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Teenage,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Terrible,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tibet,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tickets,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tide,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tie,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Timeline,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tip,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tolerate,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tomi,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tops,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tout,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Towns,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trails,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Transcript,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trapped,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trauma,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Treats,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trend,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trials,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Triple,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trips,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trojan,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trolling,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Troubled,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Troubles,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trumpian,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Trump-Putin,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,T-Shirt,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tuberculosis,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tuition,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tulsi,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tumor,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tunnel,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Turf,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Tweak,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,U,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,U.K,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,U.K.,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,U.S.-Cuba,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Udall,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unacceptable,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unaoil,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unbearable,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Uncertain,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Uneasy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unfit,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unfortunate,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unified,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unintended,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unique,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Universal,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Unqualified,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Utterly,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Vacant,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Veepstakes,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Vehicle,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Vicente,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Viewers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Vigil,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Visited,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Visiting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Vitter,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Volunteering,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Voter,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Vowed,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Vu,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wary,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wash,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wasting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Watchers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Weak,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wears,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Weight,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Welcoming,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wellness,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,White-Collar,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Whitefish,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Whiteness,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Whitman,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wide,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Will,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wire,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Withholding,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wondering,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Worldwide,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wound,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wounds,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Wreck,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Yeah,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Yelled,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Yes,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Yesterday,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Yoga,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Zimmerman,4,0.002007186
Haunting Mia Moss, Horror,13-Jan-17,USA,,,,"Directed by Jake Zelch. With Nicola Fiore, Brinke Stevens, Curtis Carnahan, Jake Zelch.","Nicola Fiore, Brinke Stevens, Curtis Carnahan, Jake Zelch, Haley Bordelon, Asalee Biagioli, Emily Christina, Erin Felts, Jerri Gerth, Dustin Hubbard, Justin Isom Jr., Erik Kommer, Mackenzie Lampkin-Isom, Ben Milke, Destinie Orndoff",English,,30000.0,Eric Roberts,28.0,Jake Zelch,huckstabelle,1.0,group,369.0,,,Abandoned,3,0.001505389
Treasure Chest Horrors II," Comedy,  Horror,  Thriller",23-Apr-13,USA,NOT RATED,3.7,82 min,"Directed by M. Kelley, Shawn C. Phillips, Alex Powers. With Veronica Ricci, Nicholas Adam Clark, James Cullen Bressack, Nick Waugh. Mona Screamalot, along with her crazy family, prepares you for six short horror films from deep within her trashy treasure chest. This anthology features party killers, giant killer babies, an angry murderous child, a bacterial infection like no other, a murderous cross dresser,a killer in the woods, and Satan. Oh yeah, don't forget the buckets of blood.","Veronica Ricci, Nicholas Adam Clark, James Cullen Bressack, Nick Waugh, Shawn C. Phillips, Brent Buser, Miles Dougal, Joseph Frantz, M. Kelley, Brendan Mitchell, Joben Penuliar, Ethan Phillips, Kim Phillips, Stephen Phillips, Alex Powers",English,"Baltimore, Maryland, USA",,Maria Olsen,21.0,M,blood,61.0,house,322.0,,,Abandons,3,0.001505389
Ghostlight," Drama,  Horror,  Thriller",3-Jun-14,USA,NOT RATED,5.1,90 min,"Directed by Jeff Ferrell. With Eden Campbell, Lisa Coronado, David A. Crellin, Jeff Ferrell. Andrew wins a radio contest to spend one night alone in a haunted theater on the 80th anniversary of the bloody murder/suicide that occurred within its walls. His prize: $50,000. His task: To spend 12 hours alone inside. The catch: The theater has been reportedly haunted ever since the tragedy 80 years ago, and has been plagued by a series of mysterious deaths in the years since. As Andrew is ...","Eden Campbell, Lisa Coronado, David A. Crellin, Jeff Ferrell, Ramona Freeborn, Russell Hodgkinson, Dennis Kleinsmith, Brian Sutherland",English,,,Bill Oberst Jr.,18.0,Jeff Ferrell,zomvideo,1.0,night,259.0,,,ABC,3,0.001505389
Return Killer Shrews, Horror,2012,USA,,2.7,84 min,"Directed by Steve Latshaw. With John Schneider, Jennifer Lyons, Bruce Davison, James Best. Fifty-three years after being attacked by killer shrews on a remote island, Captain Thorne Sherman is hired by a reality television crew to return to the island in question. The shrews attack again in short order.","John Schneider, Jennifer Lyons, Bruce Davison, James Best, Jason-Shane Scott, Sean Flynn, Rick Hurst, Jeneta St. Clair, Katherine Randolph, Maggie Wagner, Holly Weber, Christopher Goodman, David Browning, Megan Rebelo, Jason Nguyen",English,"Sanna Movie Ranch - Soledad Canyon Road, Agua Dulce, California, USA",,Richard Riehle,11.0,Steve Latshaw,tangga,1.0,school,135.0,,,Aborted,3,0.001505389
Dabbe Bir Cin Vakasi, Horror,3-Aug-12,Turkey,,6.3,119 min,"Directed by Hasan Karacadag. With Elcin Atamgüc, Nihan Aypolat, Pervin Bagdat, Elif Erdal. Turkish director Hasan Karacadag is something of an unusual case. In a nation that appears uncertain how to feel about its own history with exploitation film and generally reluctant to embrace genre film - though there are obvious exceptions - Karacadag has jumped headlong into the horror pool. The director first came to attention with the J-horror influenced D@BB, a surprise hit in Turkey that ...","Elcin Atamgüc, Nihan Aypolat, Pervin Bagdat, Elif Erdal, Koray Kadiraga, Mete Sahinoglu, Ceren Sertac, Su Burcu Yazgi, Ismail Yildiz, Nalan Örgöt",Turkish,,,Ezra Buzzington,8.0,Hasan Karacadag,damned,10.0,save,95.0,,,Abysmal,3,0.001505389
Demon Tongue, Horror,21-Jun-16,USA,,2.3,85 min,"Directed by Gavin Rapp. With Jack Davis, Debbie College, Seth Gontkovic, Jessica Long. Four paranormal students get much more than they bargained for at a secluded beach volleyball complex.","Jack Davis, Debbie College, Seth Gontkovic, Jessica Long, Carrie Shoberg, Jeff Monahan, John W. Iwanonkiw, Lou Consolo, Dan Mahon, Matt Mahon, Sheri Rice, John H. Scott, Alex Zimmerman, Jayden Zimmerman",English,"Pittsburgh, Pennsylvania, USA",100000.0,Ashton Leigh,7.0,Gavin Rapp,cry,3.0,spirit,89.0,,,Accepts,3,0.001505389
Bilocation," Drama,  Horror,  Mystery",18-Jan-14,Japan,,6.3,,"Directed by Mari Asato. With Asami Mizukawa, Yôsuke Asari, Chûkichi Kubo, Maiko. ""Bilocation"" is a supernatural phenomenon in which an individual appears in two different places at the same time, which has been reported historically worldwide. What if your alter ego exceeds your experience and ability? And what if he/she tries to prevent you from standing in the way of him/her? Can you accept it, or will you kill the other ""you""? Bilocation depicts the nightmare of an alter ...","Asami Mizukawa, Yôsuke Asari, Chûkichi Kubo, Maiko, Wakana Sakai, Kento Senga, Shô Takada, Ken'ichi Takitô, Kosuke Toyohara, Hiroko Uchida",Japanese,,,Sergey A.,7.0,Mari Asato,mooring,1.0,ghost,82.0,,,Accomplishment,3,0.001505389
Diane," Crime,  Drama,  Horror,  Mystery,  Thriller",28-Oct-17,USA,,5.6,82 min,"Directed by Michael Mongillo. With Jason Alan Smith, Carlee Avers, Margaret Rose Champagne, Dick Boland. When a disabled war veteran discovers the dead body of a beautiful singer in his back yard, his fascination with her photographic image soon turns to obsession.","Jason Alan Smith, Carlee Avers, Margaret Rose Champagne, Dick Boland, Jim Thalman, Doug Tompos, Ryan Barry McCarthy, Davis Mikaels, Kathy Searle, Sewell Whitney, Kathrine Barnes, Bob Bannon, Daniel F. Patterson, Thomas K. Delson, Kimbette Fenol",English,"Hartford, Connecticut, USA",,Lucinda Rhodes Thakrar,6.0,Michael Mongillo,rizen,1.0,daniel,76.0,,,Accuser,3,0.001505389
Evil Returns," Drama,  Horror,  Romance",2-Nov-12,India,,4.9,124 min,"Directed by Bhushan Patel. With Vicky Ahuja, Tia Bajpai, Sharad Kelkar, Vidya Malvade. This story revolves around a famous poet who meets a woman who is in trouble. In order to treat her, he takes her to Shimla in a big hospital, but soon that woman gets possessed by devil and goes out of control. Now the question remains that what is the relation that poet shares with her which compelled him to go to any extent to save her, why she was possessed by devil and who is the devil.","Vicky Ahuja, Tia Bajpai, Sharad Kelkar, Vidya Malvade, Naresh Sharma, Aftab Shivdasani",Hindi,,,Rajendran,6.0,Bhushan Patel,nightwolves,1.0,son,75.0,,,Achieve,3,0.001505389
Bhoot Returns," Horror,  Mystery,  Thriller",12-Oct-12,India,,2.5,85 min,"Directed by Ram Gopal Varma. With J.D. Chakravarthi, Madhu Shalini, Alayana Sharma, Nitin Jadhav. A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen, escape seems to be their last resort.","J.D. Chakravarthi, Madhu Shalini, Alayana Sharma, Nitin Jadhav, Bharat Ganeshpure, Manisha Koirala",Hindi|Telugu|Tamil,,,Orson Chaplin,6.0,Ram Gopal Varma,hang,1.0,start,73.0,,,Acknowledges,3,0.001505389
Clash Dead, Horror,5-Jul-16,USA,,3.3,80 min,"Directed by Freddie Hutton-Mills, Bart Ruspoli. With Philip Barantini, Robert Bladen, Kacey Clarke, Kyle Frank. To celebrate the centenary of WW1, a TV Documentary team travels to the Somme to put together a ratings smash about new mysteries relating to the famous battle. However, what they unearth is far from a new story of those that died 100 years ago - but an army of the undead and a brand new war.","Philip Barantini, Robert Bladen, Kacey Clarke, Kyle Frank, Marco Gambino, Wendy Glenn, Ovidiu Lapusneanu, Davide Manganelli, Aidan O'Callaghan, Ray Panthaki, Ben Shafik, Eva Solveig, Samuel Vaughan, Sam Wilkinson",English,,,Shandy Aulia,6.0,"Freddie Hutton-Mills, Bart Ruspoli",butcher,4.0,human,72.0,,,Acknowledging,3,0.001505389
Siyaah ..," Horror,  Thriller",15-Mar-13,Pakistan,,6.7,,"Directed by Azfar Jafri. With Ahmed Ali Akbar, Hareem Farooq, Qazi Jabbar, Sofia Wanchoo Mir. The use of black magic is prevalent in our society. There is an intricate web of conspiracies that stem from this practice.","Ahmed Ali Akbar, Hareem Farooq, Qazi Jabbar, Sofia Wanchoo Mir, Aslam Rana, Rizwana, Amy Saleh, Sarwar Salimi, Mahnoor Usman",Urdu,"Islamabad, Pakistan",,Yui Aikawa,6.0,Azfar Jafri,slayers,1.0,alex,69.0,,,Acres,3,0.001505389
Hitler Lives, Horror,1-Jun-17,USA,,,,"Directed by Stuart Rowsell. With Morte, Chris Sadrinna, Jay Katz, John Boxer. 'HITLER LIVES!' sets the stage with the escape of Hitler to Antarctica after the end of WWII, however not all goes to plan and Hitler is secured away in a bunker in Adelaide. Dr Mengele has procured a drug of Alien based immortality that will see to the rise of a New World Order. Over time Hitler is forgotten however and left to rot in the bunker as world politic expands into the 'global ...","Morte, Chris Sadrinna, Jay Katz, John Boxer, Herbert Peppard",English,,150000.0,Michael Madsen,6.0,Stuart Rowsell,tomahawk,1.0,movie,67.0,,,Acted,3,0.001505389
Ghost, Horror,13-Jan-12,India,,2.3,118 min,"Directed by Puja Bedi. With Shiney Ahuja, Sayali Bhagat, Julia Bliss, Tabrez Khan. A hospital finds itself the victim of a string of gruesome murders. Assigned to the case, Detective Vijay Singh enlists the help of a newly recruited female doctor to solve the seemingly supernatural case.","Shiney Ahuja, Sayali Bhagat, Julia Bliss, Tabrez Khan, Bijayata Pradhan, Datta Rahul, Deep Raj Rana, Gulshan Rana, Tej Sapru, Sandeep Soparrkar",Hindi,,,Lew Temple,6.0,Puja Bedi,borley,1.0,turn,67.0,,,Acting,3,0.001505389
Days," Comedy,  Horror,  Romance",28-May-13,USA,NOT RATED,3.7,83 min,"Directed by Samuel M. Johnson. With Maura Murphy, Chris Schleicher, David Alan Graf, Alison Sieke. The saying goes that love means never having to say you're sorry... This is especially true when you're being held in a religious madman's basement with your neck chained to a wooden post. '9 Days' is based on a DARKly comedic reading of 'Dante's Inferno.'","Maura Murphy, Chris Schleicher, David Alan Graf, Alison Sieke, Elizabeth Lawrence, Simone Frajnd",English,,,Patrick Devaney,5.0,Samuel M,ride,2.0,himself,61.0,,,Addicted,3,0.001505389
Animal Us," Horror,  Thriller",2017,USA,,,90 min,"Directed by John Woodruff. With Erin Daniels, Larisa Oleynik, Heather Tom, Christine Donlon. Fifteen years ago, two teenage girls were murdered at Merrymaker Campgrounds. The case was filed an animal attack, the camp was condemned and the killer never found - but something horrific still waits in those woods.","Larisa Oleynik, Erin Daniels, Heather Tom, Christine Donlon, Christian Oliver, Jasmine Dustin, Jonathan Murphy, Don Frye, Eric Tiede, Whitney Davis, Camryn Molnar, Dalex Miller, Gracie Young, Boone Cavender, Jason Stiver",English,"Los Angeles, California, USA",,Steve Agee,5.0,John Woodruff,season,1.0,found,57.0,,,Admission,3,0.001505389
Swamp Freak, Horror,26-Apr-17,USA,NOT RATED,2.9,75 min,"Directed by David DeCoteau. With Lesleh Donaldson, Helene Udy, Felissa Rose, Aisling Goodman. Six college students go into the wetlands to find their missing professor after he takes off in search of the mythical and deadly monster known as the 'Swamp Freak'.","Lesleh Donaldson, Helene Udy, Felissa Rose, Aisling Goodman, Josh Van Meurs, Alex Caithness, Michael Timmermans, Nick Appleby, Dylan Hughe, Dylan Norberg",English,"Cowichan Valley, BC",,Kate Siegel,5.0,David DeCoteau,buy,1.0,andrew,56.0,,,Admitting,3,0.001505389
Varsity Blood, Horror,19-Aug-14,USA,NOT RATED,3.9,87 min,"Directed by Jake Helgren. With Lexi Giovagnoli, Wesley Scott, Debbie Rochon, Natalie Peyton. A pack of small town jocks and cheerleaders with a dark secret head out to a remote farmhouse for a raucous Halloween pasture party, only to find themselves up for slaughter by someone dressed as their high school mascot, an Indian warrior wielding a lethal fighting ax and a bow and arrow.","Lexi Giovagnoli, Wesley Scott, Debbie Rochon, Natalie Peyton, Blair Jackson, Elyse Bigler, Melody Herron, Jesse Ferraro, Kiarra Hogan, Payton Wood, Chris Hlozek, Elle LaMont, Taylor Moessinger, Manuel Chapa, Fabian Watkins",English,"Elgin, Texas, USA",,John Migliore,5.0,Jake Helgren,seek,1.0,children,55.0,,,Adopted,3,0.001505389
Carl," Horror,  Thriller",29-Apr-12,USA,NOT RATED,2.8,,"Directed by Greg Daniel. With Robert Pralgo, Cheri Christian, Peg Thon, Matthew Cornwell. A psychological horror/thriller depicting a backwoods family with a dark secret.","Robert Pralgo, Cheri Christian, Peg Thon, Matthew Cornwell, Anslie Hogan, Hays Hogan, Daniel Burnley, Bill Pacer, Keelie Hogan, Candace Mabry, Bethany Anne Lind, Philip Covin, Lynne Ashe, Andrea Haynes, Chris Moore",English,"Atlanta, Georgia, USA",,Becca Hirani,5.0,Greg Daniel,boy,7.0,isolated,52.0,,,Advise,3,0.001505389
Scarred, Horror,5-Sep-13,USA,NOT RATED,5.1,86 min,"Directed by Eddie Lengyel. With Ari Lehman, Don Kilrain, Lisa Neeld, Mark Cray. Four models go on a photo shoot at an abandoned house previously belonging to the infamous Kandie family. Little do they know that Jonah Kandie still lurks there, seeking revenge on anyone that comes near after being scarred beyond recognition by his father as a young boy. One by one, the models soon become the victims of the vicious killer's merciless hatred for all things beautiful.","Ari Lehman, Don Kilrain, Lisa Neeld, Mark Cray, Carl Ferrara, Bart Flynn, Tina Grimm, Alex Russo, Molly Miller, Haley Kocinski, Jessica Lauschin, Max Elinsky, Janine Sarnowski, Justine Greenwald, Devin McClung",English,"Medina, Ohio, USA",,Vanessa Leigh,5.0,Eddie Lengyel,muck,1.0,body,52.0,,,Advises,3,0.001505389
Boogeyman," Drama,  Horror,  Thriller",7-Sep-14,USA,NOT RATED,,45 min,"Directed by Bobby Easley. With John Dugan, Rick Hansen, John Johnson, Gary Marshall. ' The Boogeyman' is a non-stop downward spiral into fear, Bobby Easley's best film to date.' (Horror Underground Magazine) Based on the short story from the master of horror Stephen King comes the terrifying story of Lester Billings, a man tormented by an unseen entity destroying his family one by one,until he is forced to confront the evil taking over his soul. With the help of Dr. Harper,( John...","John Dugan, Rick Hansen, John Johnson, Gary Marshall, Molly Redmon, Eykoz Russell, Richard Stambro, Paul S. Thomas, Beau Vannice, Phil Yeary",English,"West Newton, Indiana, USA",10000.0,Christopher Lloyd,5.0,Bobby Easley,kissing,1.0,childhood,51.0,,,Aetna,3,0.001505389
