Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency
Let 's Be Evil," Horror,  Sci-Fi,  Thriller",5-Aug-16,USA,NOT RATED,5,82 min,"Directed by Martin Owen. With Jamie Bernadette, Kara Tointon, Isabelle Allen, Elliot James Langridge. A vision of augmented reality.","Jamie Bernadette, Kara Tointon, Isabelle Allen, Elliot James Langridge, Elizabeth Morris, Brooke Johnston, Helene Maksoud, Jonathan Willis, Martin Owen, Paul Casar, Sophie Willis, Billie Wilson, Wes Ritter, Natasha Moore, Aimee Wright",,"Kelvedon Hatch Nuclear Bunker, Kelvedon Hatch, Brentwood, Essex, England, UK",,Kara Hui,2,Martin Owen,transmutation,1,carla,5,,
House End Time," Drama,  Horror,  Mystery,  Thriller",21-Jun-13,Venezuela,UNRATED,6.8,101 min,"Directed by Alejandro Hidalgo. With Miguel Angel Pacheco, Rosmel Bustamante, Adriana Calzadilla, Simona Chirinos. Dulce is a mother of two who experiences terrifying encounters with apparitions inside her old house, a place where a tragedy occurs. Thirty years later, an elderly Dulce returns home to decipher the mystery that has tormented her for so long.","Miguel Angel Pacheco, Rosmel Bustamante, Adriana Calzadilla, Simona Chirinos, Gonzalo Cubero, Alexander Da Silva, Miguel Flores, Guillermo Garcia, Amanda Key, José León, Guillermo Londoño, Héctor Mercado, Yucemar Morales, Ruddy Rodríguez, Efraín Romero",Spanish,"Caracas, Venezuela",300000,Mark Chan,2,Alejandro Hidalgo,trillo,1,storage,5,,
Dark House," Horror,  Thriller",4-Mar-14,USA,R,4.7,102 min,"Directed by Victor Salva. With Luke Kleintank, Alex McKenna, Anthony Rey, Zack Ward. When Nick Di Santo learns that his father is not only alive but can possibly reveal the origin of his son's dark gift, he sets out on a trip that takes him to an abandoned mansion he thought only existed in his childhood imagination.","Luke Kleintank, Alex McKenna, Anthony Rey, Zack Ward, Lacey Anzelc, Ethan S. Smith, Lesley-Anne Down, Tobin Bell, Charles Agron, Tonya Carter, Brandon Smith, Daniel Ross Owens, Max Gail, Patricia Belcher, Tony Sanford",English,"360 Main St, Greenville, Mississippi, USA",,Benjamin Norris,2,Victor Salva,tub,1,period,5,,
Forest," Horror,  Mystery,  Thriller",8-Jan-16,USA,PG-13,4.8,93 min,"Directed by Jason Zada. With Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo. A woman goes into Japan's Suicide Forest to find her twin sister, and confronts supernatural terror.","Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo, Yasuo Tobishima, Ibuki Kaneda, Akiko Iwase, Kikuo Ichikawa, Noriko Sakura, Jozef Aoki, Yûho Yamashita, Taylor Kinney, Gen Seto, Terry Diab, Nadja Mazalica",English|Japanese,"Tara National Forest, Serbia",10000000,Darren Kent,2,Jason Zada,tuyul,1,containing,5,,
Hangman," Horror,  Thriller",9-Feb-16,USA,,4.7,85 min,"Directed by Adam Mason. With Jeremy Sisto, Kate Ashfield, Ryan Simpkins, Ty Simpkins. Returning from vacation, the Miller family find their home has been broken into. After cleaning up the mess they continue with their lives, shaking off the feeling of being violated. But little do they know the nightmare has just begun.","Jeremy Sisto, Kate Ashfield, Ryan Simpkins, Ty Simpkins, Eric Michael Cole, Amy Smart, Ross Partridge, Ethan Harris-Riggs, Vincent Ventresca, Bruno Alexander, Erika Burke Rossa, Jamie Lee",English,,,Tammy Klein,2,Adam Mason,unang,1,crack,5,,
Halloween Awakening Legacy Michael Myers, Horror,31-Oct-12,USA,,5.9,47 min,"Directed by Michael Leavy. With Tom Kane, Michael Leavy, Michael Pio Carone, Isabelle Kay. Halloween Awakening is a direct sequel to Halloween Resurrection that picks up right where it left off. Halloween Awakening attempts to tie together all aspects and plots within the entire franchise. Halloween Awakening takes the two diverging story-lines within the franchise and combines them into one coherent legacy of Michael Myers.","Tom Kane, Michael Leavy, Michael Pio Carone, Isabelle Kay, Steven Della Salla, Mon Nizz, Krista Ayne, Kyle Mullins, Jason Leavy, Joseph Terranova, David Della Salla, Joseph Piraino, Angela Vallario, Johnny Collins, Matthew Piraino",English,,,Timethai Plangsilp,2,Michael Leavy,unbidden,1,clare,5,,
Fresh Meat," Comedy,  Horror",25-Oct-12,New Zealand,TV-MA,5.4,91 min,"Directed by Danny Mulheron. With Temuera Morrison, Kate Elliott, Hanna Tevita, Nicola Kawana. A dysfunctional gang of criminals takes a middle class Maori family hostage and discovers too late that they are cannibals.","Temuera Morrison, Kate Elliott, Hanna Tevita, Nicola Kawana, Kahn West, Leand Macadaan, Ralph Hilaga, Jack Sergent-Shadbolt, Will Robertson, Richard Knowles, James Ashcroft, Andrew Foster, Phil Grieve, Thomas Rimmer, Tim Mansell",English,"Wellington, New Zealand",,Gwen Holloway,2,Danny Mulheron,unconscious,1,sonja,5,,
Rupture," Horror,  Sci-Fi,  Thriller",28-Apr-17,USA,,4.8,102 min,"Directed by Steven Shainberg. With Noomi Rapace, Michael Chiklis, Kerry Bishé, Peter Stormare. A single mom tries to break free from a mysterious organization that has abducted her.","Noomi Rapace, Michael Chiklis, Kerry Bishé, Peter Stormare, Ari Millen, Lesley Manville, Sergio Di Zio, Morgan Kelly, Mayko Nguyen, Percy Hynes White, Andrew Moodie, Jonathan Potts, Brendan Jeffers, Jean Yoon, Joel Labelle",English,"Toronto, Ontario, Canada",,Matthew Stefanson,2,Steven Shainberg,unhallowed,1,ivy,5,,
Cured, Horror,24-Sep-17,USA,,5.4,95 min,"Directed by David Freyne. With Ellen Page, Tom Vaughan-Lawlor, Sam Keeley, Stuart Graham. A disease that turned people into zombies has been cured. The once-infected zombies are discriminated against by society and their own families, which causes social issues to arise. This leads to militant government interference.","Ellen Page, Tom Vaughan-Lawlor, Sam Keeley, Stuart Graham, Amy De Bhrún, Peter Campion, Chelsea Debo, Natalia Kostrzewa, Dez McMahon, Frank Cannon, Tj O'Grady Peyton, Patrick Murphy, Lesley Conroy, Judy Donovan, Tadhg Devery",,"Croke Park Dublin, Ireland",,Dexter Fletcher,2,David Freyne,unidentified,1,vows,5,,
Little Monsters," Crime,  Drama,  Horror,  Thriller",1-May-13,USA,NOT RATED,4.8,107 min,"Directed by David Schmoeller. With Christopher Boeres Hipp, Michael Brown, Charles Cantrell, Patrick Sean Clark. James and Carl were only 10 years old when they kidnapped and murdered 3-year-old David McClendon. They were caught, tried, convicted and placed in separate juvenile facilities. At 18 years old, both are given new names and released back into society - much to the horror of the nation. They can have no contact with each other or with their past friends or relatives. The story follows the lives of...","Christopher Boeres Hipp, Michael Brown, Charles Cantrell, Patrick Sean Clark, Jeremy Cloe, Danny Countess, Shana Dahan, Deana Deatherage, Kynan Dias, Dee Drenta, Diana Eden, Tony Foresta, Clarence Gilyard Jr., Chaz Greco, James Greco",English,,,Melinda Lee,2,David Schmoeller,universal,1,wreak,5,,
Paranormal Activity, Horror,19-Oct-12,USA,R,4.6,88 min,"Directed by Henry Joost, Ariel Schulman. With Stephen Dunham, Katie Featherston, Matt Shively, Brendon Eggertsen. It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.","Katie Featherston, Kathryn Newton, Matt Shively, Aiden Lovekamp, Brady Allen, Stephen Dunham, Alexondra Lee, Georgica Pettus, Alisha Boe, Brendon Eggertsen, Constance Esposito, Ty Dawson, Jonah Pasco, Rightor Doyle, Tamara Bersane",English|Ukrainian,"Henderson, Nevada, USA",5000000,Leo Horsfield,2,"Henry Joost, Ariel Schulman",universe,1,gunn,5,,
Halloween Return Laurie Strode, Horror,18-Sep-17,USA,,9.1,,"After killing her brother once and for all, Laurie Strode, and her son John, return to Haddonfield, Illinois for an emotional reunion.",,English,"Haddonfield, New Jersey, USA",,Eadaoin O'Donoghue,2,,university,1,dolls,5,,
Charnel House," Horror,  Thriller",4-Nov-16,USA,R,4.7,90 min,"Directed by Craig Moss. With Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey. A long abandoned slaughterhouse is transformed into modern lofts in a re-gentrified urban neighborhood. Soon after tenants move in they are tormented by a dark secret that has been trapped in the building for over 30 years.","Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey, Alden Tab, Danielle Lauder, Andy Favreau, Kate Linder, Neil Thackaberry, Joe Keery, Patrick M. Walsh, Dan Anders, Richard Fike, Ryan D. Martin, Elias Stimac",English,"Cleveland, Ohio, USA",,Vania Mendez,2,Craig Moss,unraveling,1,via,5,,
Night Before, Horror,19-Sep-17,USA,,6.5,81 min,"Directed by Brett Bentman. With Steven Michael Quezada, Rachel G. Whittle, Kimi Acosta, Tom Zembrod. On the night before Halloween, a single mother and her daughter are taken captive in a strange home.","Steven Michael Quezada, Rachel G. Whittle, Kimi Acosta, Tom Zembrod, Tiffany McEvers, Eric Hanson, Jill Waterston, Drew Farmer, Cliff McClelland, Chip Llorens, Francesca Casella Donoian, Alexis Cary, Lauren Cary, Ainslee Waterston, Cory McDonald",English,"Dallas, Texas, USA",,Jacob James Beswick,2,Brett Bentman,valentine,1,biggest,5,,
Totem, Horror,31-Oct-17,USA,,,89 min,"Directed by Marcel Sarmiento. With Kerris Dorsey, Ahna O'Reilly, James Tupper, Braeden Lemasters. A teen must resort to extreme measures to protect her family from a supernatural entity.","Ahna O'Reilly, Kerris Dorsey, James Tupper, Braeden Lemasters, Lawrence Pressman, Lia McHugh, Jocelyn Ayanna, Aja Bair, Evan Dickson, Andrew Spieler, Allison Caetano, Stephanie Silver, Taj",English,"Pollution Studios, 3239 Union Pacific Ave., Los Angeles, California, USA",,Adam Chambers,2,Marcel Sarmiento,vampyrvidar,1,knowledge,5,,
Exists," Action,  Adventure,  Horror",3-Oct-14,USA,R,5.2,81 min,"Directed by Eduardo Sánchez. With Samuel Davis, Dora Madison, Roger Edwards, Chris Osborn. A group of friends who venture into the remote Texas woods for a party weekend find themselves stalked by Bigfoot.","Chris Osborn, Dora Madison, Roger Edwards, Denise Williamson, Samuel Davis, Brian Steele, Jeff Schwan, George P. Gakoumis Jr., Stefanie Sanchez",English,"Spiderwood Studios, Austin, Texas, USA",,Jason K. Wixom,2,Eduardo Sánchez,vanish,1,kumar,5,,
Nosferatu, Horror,31-Oct-17,USA,,,,"Directed by David Lee Fisher. With Doug Jones, Sarah Carter, Joely Fisher, Jack Turner. Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.","Doug Jones, Sarah Carter, Joely Fisher, Jack Turner, Corey Allen Kotler, Samuel Parker, Time Winters, Emrhys Cooper, Sara Montez, Joseph Michael Harris, Cinda Adams, David W. Ross, George Maguire, Rhoda Pell, Karen Teliha",English,,,Andrea Frankle,2,David Lee Fisher,varsity,1,misfits,5,,
Shelley," Drama,  Horror",29-Jul-16,USA,NOT RATED,5.2,92 min,"Directed by Ali Abbasi. With Ellen Dorrit Petersen, Cosmina Stratan, Björn Andrésen, Marlon Kindberg Bach. Louise and Kasper want to become parents but Louise is unable to have children. She seals a pact with her Romanian maid, Elena, to bear Louise's child, but things don't turn out as they planned.","Ellen Dorrit Petersen, Cosmina Stratan, Björn Andrésen, Marlon Kindberg Bach, Kenneth M. Christensen, Peter Christoffersen, Marianne Mortensen, Patricia Schumann",Danish|English|Norwegian|Swedish|Romanian,"Copenhagen, Denmark",,Ewan Bailey,2,Ali Abbasi,wakes,1,clowns,5,,
Uncaged," Comedy,  Horror,  Thriller",6-Feb-16,USA,UNRATED,4.4,95 min,"Directed by Daniel Robbins. With Ben Getz, Kyle Kirkpatrick, Zack Weiner, Paulina Singer. A sleepwalking teen straps a camera to himself and discovers a sinister family secret.","Ben Getz, Kyle Kirkpatrick, Zack Weiner, Paulina Singer, Garrett Hendricks, Michelle Cameron, Gene Jones, Alex Emanuel, Yosef Podolski, Johnny M. Faulkner, Angela Atwood, Brian Patrick Sullivan, Benjamin Beretz, Michael Gelfand, Ben Rapaport",English,,,Noah Hathaway,2,Daniel Robbins,wang,1,pamela,5,,
Abandoned," Horror,  Mystery,  Thriller",13-Jun-15,USA,NOT RATED,5,86 min,"Directed by Eytan Rockaway. With Jason Patric, Louisa Krause, Mark Margolis, Ezra Knight. Take a terrifying plunge into the warped mind of a disturbed young woman. Desperate to get her life back on track, the unstable Streak takes a job as a security guard, working the graveyard shift at a once upscale, now abandoned apartment complex. But on her first night on duty, she discovers a horrifying presence lurking deep within the bowels of the decaying building. With her nerves already on...","Jason Patric, Louisa Krause, Mark Margolis, Ezra Knight, Louis Carbonneau, Massiel Hernandez, Henry Kelemen, Brandon Kieffer, James Murtaugh, John Sampson, Carlos Velazquez, Louisa Ward",English,"New York City, New York, USA",,Rachel G. Whittle,2,Eytan Rockaway,week,1,1984,5,,
Lodgers, Horror,8-Sep-17,Canada,,6.3,92 min,"Directed by Brian O'Malley. With Charlotte Vega, David Bradley, Eugene Simon, Bill Milner. 1920, rural Ireland. Anglo Irish twins Rachel and Edward share a strange existence in their crumbling family estate. Each night, the property becomes the domain of a sinister presence (The Lodgers) which enforces three rules upon the twins: they must be in bed by midnight; they may not permit an outsider past the threshold; if one attempts to escape, the life of the other is placed in jeopardy. ...","Charlotte Vega, David Bradley, Eugene Simon, Bill Milner, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Emmet Kelly, Anthony Murphy, Brendan O'Rourke, Matthew Sludds, Elijah Egan, Ronan Byrne, Tara Doyle, Dympna Farrell",English,,,Ana Lily Amirpour,2,Brian O'Malley,willits,1,brooklyn,5,,
Double Date," Comedy,  Horror",13-Oct-17,UK,,7,89 min,"Directed by Benjamin Barfoot. With Danny Morgan, Georgia Groome, Michael Socha, Kelly Wenham. Meet innocent Jim, terrified of girls, and on a reluctant quest to prove his manhood the night before he turns 30. He and his cocky friend Alex think they've hit the jackpot when they meet the beautiful siblings Kitty and Lulu, who seem up for anything on a wild party-fuelled night. But little do they know that the femmes fatales want to make Jim lose much more than just his virginity - Getting ...","Danny Morgan, Georgia Groome, Michael Socha, Kelly Wenham, Dougie Poynter, Brooke Norbury, Maria Barr, Tanika Beckford, Benny Bereal, Kerrieanne Booker, Sarah Carmen, Charley Clark, Georgia Elliott, Jasmine Geohagen, Karen Gorbutt",English,"East London, London, England, UK",,Kentaro Kishi,2,Benjamin Barfoot,wnuf,1,buchanan,5,,
Wtf, Horror,1-Aug-17,USA,,4,80 min,"Directed by Peter Herro. With Callie Ott, Nicholas James Reilly, Andrea Hunt, Benjamin Norris. Three years ago, twenty-two year old ""girl-next door"" Rachel barely survived a brutal massacre that left all of her friends murdered. Time has passed, and Rachel has moved on, but unfortunately her close friends are spending Spring Break in a secluded house in the woods, and they have cordially invited her to join. She would never have accepted the invitation if she realized that another ...","Callie Ott, Nicholas James Reilly, Andrea Hunt, Benjamin Norris, Sarah Agor, Adam Foster, Johnny James Fiore, Perez Hilton, Shawn C. Phillips, Chloe Berman, Cheyann Dillon, Nicolle Blair, Adam Blake, Anna Sambrooks, Antonios Antoniadis",English,"Los Angeles, California, USA",,James Gilbert,2,Peter Herro,woodsman,1,ricky,5,,
Belko Experiment," Action,  Horror,  Thriller",17-Mar-17,USA,R,6.1,89 min,"Directed by Greg McLean. With John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley. In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.","John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley, Melonie Diaz, Owain Yeoman, Sean Gunn, Brent Sexton, Josh Brener, David Dastmalchian, David Del Rio, Gregg Henry, Michael Rooker, Rusty Schwimmer, Gail Bean",English,"Bogotá, Colombia",5000000,Star McCann,2,Greg McLean,word,1,farley,5,,
Come Back to Me," Fantasy,  Horror,  Mystery,  Thriller",25-Jul-14,USA,R,5.9,90 min,"Directed by Paul Leyden. With Jon Abrahams, Andrew Beckham, Jeanette Branch, Caroline Clements. Sarah and Josh are married suburbanites. After a car accident, Sarah suffers blackouts. As her life spirals she hides a camera in her home and unlocks a horrific secret with far-reaching consequences.","Jon Abrahams, Andrew Beckham, Jeanette Branch, Caroline Clements, Laura Gordon, Nathan Keyes, Matt Passmore, Brian Patacca, Steve Rizzo, Alexandra Straus, Katie Walder, Maura West, Peter S. Williams",English,"Santa Clarita, California, USA",,Jarrod Phillips,2,Paul Leyden,wound,1,send,5,,
Preservation," Horror,  Thriller",9-Jan-15,USA,NOT RATED,4.7,90 min,"Directed by Christopher Denham. With Wrenn Schmidt, Pablo Schreiber, Aaron Staton, Cody Saintgnue. An anesthesiologist must awaken her animal instincts when she, her husband and her brother-in-law become the quarry of unseen hunters who want to turn them all into trophies.","Wrenn Schmidt, Pablo Schreiber, Aaron Staton, Cody Saintgnue, Michael Chacon, Nick Saso, Nik",English,"Los Angeles, California, USA",,Bobby T,2,Christopher Denham,xv,1,performance,5,,
Lost Tree," Drama,  Horror,  Thriller",18-Mar-16,USA,,7.8,88 min,"Directed by Brian A. Metcalf. With Lacey Chabert, Scott Grimes, Michael Madsen, Thomas Ian Nicholas. After a serious traumatic accident, a man leaves his old life behind and moves to an isolated cabin to start over. He soon learns of the surroundings of the area and its dangerous past.","Lacey Chabert, Scott Grimes, Michael Madsen, Thomas Ian Nicholas, Clare Kramer, Anna Sophia Berglund, Brian A. Metcalf, Chris Kos, Jason James, Riccardo Suriano, Allison Poe",English,,,Sam Reid,2,Brian A,zombex,1,keene,5,,
Ouija Experiment, Horror,2-May-14,USA,NOT RATED,3.3,92 min,"Directed by Israel Luna, Josey Wells. With Justin Armstrong, Belmarie Huynh, Swisyzinna, Carson Underwood. Film student Brandon and four friends play with a Ouija board, unwittingly opening a portal to the spirit world and a drowned girl's deadly mystery.","Justin Armstrong, Belmarie Huynh, Swisyzinna, Carson Underwood, Eric Window, Dave Clark, Leah Diaz, Taylor Terry, Miranda Martinez",English,"Dallas, Texas, USA",1200,Rachel Whitman Groves,2,"Israel Luna, Josey Wells",zoombies,1,followed,5,,
Gantz O," Animation,  Drama,  Fantasy,  Horror,  Sci-Fi,  Thriller",14-Oct-16,Japan,,7.3,95 min,"Directed by Yasushi Kawamura, Keiichi Saitô. With Chris Jai Alex, Tony Azzolino, Lucien Dodge, Doug Erholtz. The 3DCG film will cover the manga's Osaka Arc.","Chris Jai Alex, Tony Azzolino, Lucien Dodge, Doug Erholtz, Todd Haberkorn, Saori Hayami, Mao Ichimichi, Shûichi Ikeda, Yuki Kaji, Tomohiro Kaku, Cherami Leigh, Kyle McCarley, Teruaki Ogawa, Daisuke Ono, Masaya Onosaka",Japanese,,,Michael Gladden,2,"Yasushi Kawamura, Keiichi Saitô",aabathin,1,traditions,5,,
Black Room," Comedy,  Horror",11-Aug-17,Spain,NOT RATED,3.3,91 min,"Directed by Rolfe Kanefsky. With Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain. PAUL and JENNIFER HEMDALE have just moved into their dream house. But their happy marriage is about to be put to the test as they slowly discover the secret behind the black room in the cellar. Something else is already living in their new home and it is growing stronger every day. It has claimed many victims including the last owners of the house. Repairmen who journey down into the basement ...","Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Chriss Anglin, Catherine Annette, Arthur Brown, Angela Cole, Victoria De Mare, Robert Donavan, Elissa Dowling, Jill Evyn",English,,,Alanna Ubach,2,Rolfe Kanefsky,aadupuliyattam,1,cristian,5,,
Hallow, Horror,5-Nov-15,USA,NOT RATED,5.7,97 min,"Directed by Corin Hardy. With Joseph Mawle, Bojana Novakovic, Michael McElhatton, Michael Smiley. A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.","Joseph Mawle, Bojana Novakovic, Michael McElhatton, Michael Smiley, Gary Lydon, Wren Hardy, Stuart Graham, Conor Craig Stephens, Joss Wyre, Charlotte Williams, Sean Tyrell, James Meryk, Billie Traynor, Alan Archbold, Luc Walsh",English,Ireland,,Paul Louis Harrell,2,Corin Hardy,aka,1,lexi,5,,
Do n't Hang Up," Horror,  Thriller",10-Feb-17,USA,R,5.7,83 min,"Directed by Damien Macé, Alexis Wajsbrot. With Gregg Sulkin, Garrett Clayton, Bella Dayne, Sienna Guillory. An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them...with deadly consequences.","Gregg Sulkin, Garrett Clayton, Bella Dayne, Sienna Guillory, Edward Killingback, Jack Brett Anderson, Robert Goodman, Michael Bodie, Philip Desmeules, Parker Sawyers, Alex Dee, Jane Ryall, Connie Wilkins, Chris Wilson, Chantal Eder",English,,,Lawrence Turner,2,"Damien Macé, Alexis Wajsbrot",allan,1,mchattie,5,,
Green Room," Crime,  Horror,  Thriller",13-May-16,USA,R,7,95 min,"Directed by Jeremy Saulnier. With Anton Yelchin, Imogen Poots, Alia Shawkat, Patrick Stewart. A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.","Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner, David W. Thompson, Mark Webber, Macon Blair, Eric Edelstein, Michael Draper, Andy Copeland, Brent Werzner, Lj Klink, Kasey Brown, Taylor Tunes, Imogen Poots",English,"Portland, Oregon, USA",5000000,Danny Szam,2,Jeremy Saulnier,altered,1,1992,5,,
Jessabelle," Horror,  Thriller",7-Nov-14,USA,PG-13,5.4,90 min,"Directed by Kevin Greutert. With Sarah Snook, Mark Webber, Joelle Carter, David Andrews. Returning to her childhood home in Louisiana to recuperate from a horrific car accident, Jessabelle comes face to face with a long-tormented spirit that has been seeking her return -- and has no intention of letting her escape.","Sarah Snook, Joelle Carter, Mark Webber, David Andrews, Ana de la Reguera, Amber Stevens West, Chris Ellis, Brian Hallisay, Vaughn Wilson, Larisa Oleynik, Fran Bennett, Paul Garrett, Barbara Weetman, Jason Davis, Lucius Baston",English,"Wilmington, North Carolina, USA",,Amy Paffrath,2,Kevin Greutert,amazing,1,pick,5,,
Happy Death Day," Horror,  Mystery,  Thriller",13-Oct-17,USA,PG-13,6.7,96 min,"Directed by Christopher Landon. With Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken. A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.","Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken, Laura Clifton, Jason Bayle, Rob Mello, Rachel Matthews, Ramsey Anderson, Brady Lewis, Phi Vu, Tenea Intriago, Blaine Kern III, Cariella Smith, Jimmy Gonzales",English,"New Orleans. Louisiana, USA",4800000,Dick Miller,2,Christopher Landon,amy,1,preacher,5,,
Curve," Horror,  Thriller",19-Jan-16,USA,R,5.4,81 min,"Directed by Iain Softley. With Julianne Hough, Teddy Sears, Penelope Mitchell, Madalyn Horcher. A young woman becomes trapped in her car after a hitchhiker causes her to have an automobile accident.","Julianne Hough, Teddy Sears, Penelope Mitchell, Madalyn Horcher, Drew Rausch, Kurt Bryant",,"Los Angeles, California, USA",,Katherine Skelton,2,Iain Softley,anando,1,olson,5,,
Innkeepers, Horror,8-Mar-12,Denmark,R,5.5,101 min,"Directed by Ti West. With Sara Paxton, Pat Healy, Kelly McGillis, Alison Bartlett. During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.","Sara Paxton, Pat Healy, Alison Bartlett, Jake Ryan, Kelly McGillis, Lena Dunham, Brenda Cooney, George Riddle, John Speredakos, Sean Reid, Kurt Venghaus, Thomas Mahoney, Michael Martin, Michael P. Castelli",English,"The Yankee Pedlar Inn - 93 Main St, Torrington, Connecticut, USA",750000,Ingrid Bolsø Berdal,2,Ti West,andrey,1,thakrar,5,,
Les affamés," Drama,  Horror",21-Sep-17,USA,,7.6,100 min,"Directed by Robin Aubert. With Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Micheline Lanctôt. In a small, remote village in upstate Quebec, things have changed. Locals are not the same anymore - their bodies are breaking down and they have turned against their loved ones. A handful of survivors goes hiding into the woods, looking for others like them.","Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Micheline Lanctôt, Marie-Ginette Guay, Brigitte Poupart, Édouard Tremblay-Grenier, Luc Proulx, Didier Lucien, Robert Brouillette, Martin Héroux, Patrick Hivon",French,"Ham-Nord, Québec, Canada",3700000,Jaiden Kaine,2,Robin Aubert,anguish,1,brutality,5,,
Nightworld," Horror,  Thriller",20-Oct-17,USA,TV-MA,4.3,92 min,"Directed by Patricio Valladares. With Jason London, Robert Englund, Gianni Capaldi, Lorina Kamburova. When former LAPD officer Brett Anderson takes a job as head of security at an old apartment building in Bulgaria's capital, Sofia, he soon begins to experience a series of bizarre and terrifying events. Once he begins to delve deeper into the building's sinister history and investigate its shadowy owners and past employees, Brett soon uncovers a malevolent force nestled deep in the bowels of the ...","Jason London, Robert Englund, Gianni Capaldi, Lorina Kamburova, Diana Lyubenova, Atanas Srebrev, Nikolay Valentinov Lukanov, John Strong, Stefan Shterev, Julieta Koleva, Todor Dotsev, Dimitar Banchev, Lyuben Popov",English,"Sofia, Bulgaria",,Michael Dickson,2,Patricio Valladares,arwah,1,spreading,5,,
Den," Horror,  Mystery,  Thriller",14-Mar-14,USA,R,6.1,81 min,"Directed by Zachary Donohue. With Melanie Papalia, David Schlachtenhaufen, Adam Shapiro, Anna Margaret Hollyman. While studying the habits of web cam chat users from the apparent safety of her own home, a young woman's life begins to spiral out of control after witnessing a grisly murder online.","Melanie Papalia, David Schlachtenhaufen, Adam Shapiro, Anna Margaret Hollyman, Matt Riedy, Katija Pevec, Saidah Arrika Ekulona, Anthony Jennings, Victoria Hanlin, Anushka Rani, Garrett Fornander, Lily Holleman, Jeff Rubino, Jonah Landow, Rikin Vasani",English,,500000,Jack Noseworthy,2,Zachary Donohue,babadook,1,interest,5,,
V/H/S/2," Horror,  Thriller",6-Jun-13,USA,R,6.1,96 min,"Directed by Simon Barrett, Jason Eisener, Gareth Evans. With Lawrence Michael Levine, Kelsy Abbott, Adam Wingard, Hannah Hughes. Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.","Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Simon Barrett, Mindy Robinson, Mónica Sánchez Navarro, Adam Wingard, Hannah Hughes, John T. Woods, Corrie Lynn Fitzpatrick, Brian Udovich, John Karyus, Casey Adams, Jay Saunders, Bette Cassatt",English|Indonesian,"Frederick County, Maryland, USA",,Thomas Mann,2,"Simon Barrett, Jason Eisener, Gareth Evans",bacchanalia,1,cattle,5,,
Daylight 's End," Action,  Fantasy,  Horror,  Sci-Fi",23-Sep-16,Netherlands,NOT RATED,5.4,105 min,"Directed by William Kaufman. With Johnny Strong, Lance Henriksen, Louis Mandylor, Hakeem Kae-Kazim. Years after a mysterious plague has devastated the planet and turned most of humanity into blood-hungry creatures, a rogue drifter on a vengeful hunt stumbles across a band of survivors in an abandoned police station and reluctantly agrees to try to help them defend themselves and escape to the sanctuary they so desperately need.","Johnny Strong, Lance Henriksen, Louis Mandylor, Hakeem Kae-Kazim, Krzysztof Soszynski, Chris Kerson, Chelsea Edmundson, Gary Cairns, Mark Hanson, Heather Kafka, Sonny Puzikas, Farah White, Ed Spila, Matt Beckham, Susana Gibb",English,"Dallas Municipal Building - 106 South Harwood, Dallas, Texas, USA",2000000,Mike Epps,2,William Kaufman,banjo,1,fed,5,,
